"","kernel","cost","degree","error","dispersion"
"123","radial",0.01,3,0.88982683982684,0.0744262179916682
"124","sigmoid",0.01,3,0.885281385281385,0.0775269228032527
"125","linear",0.1,3,0.227056277056277,0.0559100215246148
"126","polynomial",0.1,3,0.852380952380952,0.113175845992559
"127","radial",0.1,3,0.796753246753247,0.0865045967195271
"128","sigmoid",0.1,3,0.277922077922078,0.0990439442030453
"129","linear",1,3,0.227056277056277,0.0418153086627772
"130","polynomial",1,3,0.370562770562771,0.0581674579726753
"131","radial",1,3,0.311038961038961,0.0787067673121521
"132","sigmoid",1,3,0.217965367965368,0.0253871898945744
"133","linear",2,3,0.236580086580087,0.061340716694446
"134","polynomial",2,3,0.343073593073593,0.0711126718078018
"135","radial",2,3,0.292857142857143,0.0771570726093646
"136","sigmoid",2,3,0.222294372294372,0.0425874930303759
"137","linear",3,3,0.237012987012987,0.0553560819893674
"138","polynomial",3,3,0.357142857142857,0.0749458331813731
"139","radial",3,3,0.311038961038961,0.0723305822743467
"140","sigmoid",3,3,0.217748917748918,0.0578569804540215
"141","linear",4,3,0.246320346320346,0.0579881939308159
"142","polynomial",4,3,0.352380952380952,0.0574107876108121
"143","radial",4,3,0.301948051948052,0.0706794568689605
"144","sigmoid",4,3,0.240692640692641,0.0482359791651112
"145","linear",5,3,0.241341991341991,0.0547509243022383
"146","polynomial",5,3,0.347835497835498,0.0582144233120949
"147","radial",5,3,0.297402597402597,0.0741441607923892
"148","sigmoid",5,3,0.237012987012987,0.0762831354222719
"149","linear",6,3,0.241341991341991,0.0547509243022383
"150","polynomial",6,3,0.352380952380952,0.0612791592375985
"151","radial",6,3,0.292857142857143,0.0771570726093646
"152","sigmoid",6,3,0.218398268398268,0.0694550787382471
"153","linear",7,3,0.245887445887446,0.0463021366480379
"154","polynomial",7,3,0.357142857142857,0.061484393305598
"155","radial",7,3,0.297402597402597,0.0676689214784844
"156","sigmoid",7,3,0.232683982683983,0.0701842585077335
"157","linear",8,3,0.245887445887446,0.0350087733665034
"158","polynomial",8,3,0.347835497835498,0.0616707990972723
"159","radial",8,3,0.297402597402597,0.0676689214784844
"160","sigmoid",8,3,0.213419913419913,0.0466828251284147
"161","linear",9,3,0.245887445887446,0.0350087733665034
"162","polynomial",9,3,0.338528138528139,0.0606507084906121
"163","radial",9,3,0.301948051948052,0.0601512689389982
"164","sigmoid",9,3,0.228354978354978,0.0763377086537885
"165","linear",10,3,0.241125541125541,0.0391768912441516
"166","polynomial",10,3,0.333766233766234,0.0629304162831506
"167","radial",10,3,0.297402597402597,0.0605046220425755
"168","sigmoid",10,3,0.227922077922078,0.0562960156023904
"169","linear",1e-04,4,0.880735930735931,0.0883916420267321
"170","polynomial",1e-04,4,0.921645021645022,0.0309119067220222
"171","radial",1e-04,4,0.88982683982684,0.0744262179916682
"172","sigmoid",1e-04,4,0.885281385281385,0.0775269228032527
"173","linear",0.001,4,0.880735930735931,0.0883916420267321
"174","polynomial",0.001,4,0.921645021645022,0.0309119067220222
"175","radial",0.001,4,0.88982683982684,0.0744262179916682
"176","sigmoid",0.001,4,0.885281385281385,0.0775269228032527
"177","linear",0.01,4,0.246320346320346,0.0827357181209619
"178","polynomial",0.01,4,0.921645021645022,0.0309119067220222
"179","radial",0.01,4,0.88982683982684,0.0744262179916682
"180","sigmoid",0.01,4,0.885281385281385,0.0775269228032527
"181","linear",0.1,4,0.227056277056277,0.0559100215246148
"182","polynomial",0.1,4,0.889177489177489,0.066876539773217
"183","radial",0.1,4,0.796753246753247,0.0865045967195271
"184","sigmoid",0.1,4,0.277922077922078,0.0990439442030453
"185","linear",1,4,0.227056277056277,0.0418153086627772
"186","polynomial",1,4,0.579220779220779,0.0998761333346162
"187","radial",1,4,0.311038961038961,0.0787067673121521
"188","sigmoid",1,4,0.217965367965368,0.0253871898945744
"189","linear",2,4,0.236580086580087,0.061340716694446
