"","kernel","cost","degree","error","dispersion"
"232","sigmoid",0.001,5,0.945238095238095,0.0515663586789007
"233","linear",0.01,5,0.930952380952381,0.0386585715268142
"234","polynomial",0.01,5,0.94978354978355,0.045182308512071
"235","radial",0.01,5,0.94978354978355,0.0500057779186881
"236","sigmoid",0.01,5,0.945238095238095,0.0515663586789007
"237","linear",0.1,5,0.871212121212121,0.0624525456547771
"238","polynomial",0.1,5,0.917316017316017,0.0675657593597461
"239","radial",0.1,5,0.94978354978355,0.0500057779186881
"240","sigmoid",0.1,5,0.940692640692641,0.0526468155473016
"241","linear",1,5,0.88008658008658,0.0432804222112957
"242","polynomial",1,5,0.903030303030303,0.0634494150347543
"243","radial",1,5,0.88030303030303,0.0741079940202747
"244","sigmoid",1,5,0.851948051948052,0.0754318566477341
"245","linear",2,5,0.856493506493507,0.0713888414001324
"246","polynomial",2,5,0.912121212121212,0.0560193158136044
"247","radial",2,5,0.852380952380952,0.0461060978140895
"248","sigmoid",2,5,0.860606060606061,0.0628757970774746
"249","linear",3,5,0.838311688311688,0.0666367535946524
"250","polynomial",3,5,0.907359307359307,0.0586753558335296
"251","radial",3,5,0.842857142857143,0.0382762762889128
"252","sigmoid",3,5,0.837012987012987,0.0784550343228761
"253","linear",4,5,0.833766233766234,0.0728665721999421
"254","polynomial",4,5,0.888744588744589,0.067081721160165
"255","radial",4,5,0.824891774891775,0.0498143870028411
"256","sigmoid",4,5,0.819047619047619,0.0470383058007217
"257","linear",5,5,0.824675324675325,0.0910349800611111
"258","polynomial",5,5,0.888744588744589,0.0704208359548743
"259","radial",5,5,0.815800865800866,0.0542177908869382
"260","sigmoid",5,5,0.814502164502165,0.0620494815248078
"261","linear",6,5,0.829004329004329,0.0946679334306304
"262","polynomial",6,5,0.888744588744589,0.0546648105857877
"263","radial",6,5,0.787878787878788,0.0668858798547001
"264","sigmoid",6,5,0.828571428571429,0.0689537299631354
"265","linear",7,5,0.833766233766234,0.0845345174189935
"266","polynomial",7,5,0.888744588744589,0.0546648105857877
"267","radial",7,5,0.792207792207792,0.0645733068838801
"268","sigmoid",7,5,0.814718614718615,0.0647841761418231
"269","linear",8,5,0.838311688311688,0.0848249837387166
"270","polynomial",8,5,0.874675324675325,0.0547908426983459
"271","radial",8,5,0.787445887445887,0.0686814117419548
"272","sigmoid",8,5,0.81017316017316,0.0667694247506499
"273","linear",9,5,0.828787878787879,0.087771089141274
"274","polynomial",9,5,0.86991341991342,0.0436188809202694
"275","radial",9,5,0.792207792207792,0.0645733068838801
"276","sigmoid",9,5,0.819264069264069,0.0706205112600669
"277","linear",10,5,0.833549783549784,0.0909689099786399
"278","polynomial",10,5,0.856060606060606,0.046939153482898
"279","radial",10,5,0.801298701298701,0.0567908612938792
"280","sigmoid",10,5,0.823809523809524,0.0781102425890094
