"","size","decay","error","sd"
"115",25,1.15,0.194444444444444,0.0430331482911935
"116",25,1.16,0.217592592592593,0.0324734776236114
"117",25,1.17,0.208333333333333,0.0519674637051936
"118",25,1.18,0.217592592592593,0.0509679960908255
"119",25,1.19,0.203703703703704,0.0418207029282823
"120",25,1.2,0.189814814814815,0.0369211148840313
"121",25,1.21,0.226851851851852,0.0509679960908255
"122",25,1.22,0.226851851851852,0.0408877817885549
"123",25,1.23,0.199074074074074,0.0445022771877701
"124",25,1.24,0.217592592592593,0.0445022771877701
"125",25,1.25,0.212962962962963,0.0453609211626515
"126",25,1.26,0.226851851851852,0.0324734776236115
"127",25,1.27,0.189814814814815,0.0369211148840313
"128",25,1.28,0.203703703703704,0.0336405594899721
"129",25,1.29,0.217592592592593,0.0445022771877701
"130",25,1.3,0.222222222222222,0.0555555555555556
"131",25,1.31,0.212962962962963,0.0546217822361208
"132",25,1.32,0.203703703703704,0.0286887655274623
"133",25,1.33,0.208333333333333,0.0489078246157195
"134",25,1.34,0.24537037037037,0.0539108393629987
"135",25,1.35,0.231481481481481,0.0695369753908096
"136",25,1.36,0.194444444444444,0.0392837100659193
"137",25,1.37,0.208333333333333,0.0489078246157195
"138",25,1.38,0.203703703703704,0.0336405594899721
"139",25,1.39,0.231481481481481,0.0336405594899721
"140",25,1.4,0.217592592592593,0.0478444840102364
"141",25,1.41,0.199074074074074,0.0567011514533143
"142",25,1.42,0.217592592592593,0.0445022771877701
"143",25,1.43,0.203703703703704,0.0286887655274623
"144",25,1.44,0.222222222222222,0.0496903994999953
"145",25,1.45,0.212962962962963,0.0418207029282823
"146",25,1.46,0.226851851851852,0.0478444840102364
"147",25,1.47,0.212962962962963,0.0486441686539396
"148",25,1.48,0.222222222222222,0.0633430791721744
"149",25,1.49,0.226851851851852,0.0478444840102364
"150",25,1.5,0.222222222222222,0.0351364184463153
